[2025-02-14 04:00:30][MAIN] - Contacting Arduino..
[2025-02-14 04:00:30][MAIN] - Arduino found!
[2025-02-14 04:00:30][MAIN] - Actuator running.
[2025-02-14 20:55:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:55:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:55:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:55:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:55:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:55:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:56:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:56:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:56:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:56:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:56:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:56:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:57:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:57:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:57:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:57:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:57:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:57:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:58:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:58:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:58:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:58:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:58:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:58:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:59:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:59:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:59:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:59:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:59:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 20:59:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:00:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:00:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:00:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:00:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:00:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:00:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:01:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:01:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:01:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:01:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:01:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:01:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:02:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:02:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:02:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:02:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:02:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:02:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:03:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:03:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:03:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:03:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:03:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:03:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:04:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:04:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:04:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:04:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:04:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:04:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:05:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:05:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:05:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:05:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:05:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:05:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:06:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:06:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:06:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:06:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:06:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:06:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:07:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:07:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:07:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:07:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:07:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:08:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:08:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:08:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:08:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:08:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:08:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:09:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:09:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:09:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:09:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:09:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:09:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:10:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:10:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:10:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:10:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:10:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:10:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:11:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:11:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:11:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:11:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:11:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:11:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:12:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:12:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:12:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:12:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:12:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:12:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:13:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:13:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:13:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:13:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:13:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:13:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:14:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:14:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:14:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:14:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:14:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:14:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:15:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:15:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:15:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:15:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:15:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:15:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:16:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:16:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:16:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:16:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:16:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:16:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:17:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:17:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:17:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:17:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:17:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:17:52][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:18:02][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:18:12][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:18:22][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:18:32][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:18:42][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:18:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:19:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:19:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:19:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:19:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:19:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:19:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:20:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:20:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:20:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:20:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:20:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:20:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:21:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:21:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:21:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:21:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:21:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:21:53][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:22:03][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:22:13][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:22:23][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:22:33][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:22:43][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:22:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:23:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:23:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:23:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:23:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:23:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:23:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:24:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:24:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:24:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:24:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:24:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:24:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:25:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:25:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:25:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:25:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:25:44][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:25:54][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:26:04][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:26:14][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:26:24][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:26:34][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:26:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:26:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:27:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:27:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:27:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:27:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:27:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:27:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:28:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:28:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:28:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:28:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:28:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:28:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:29:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:29:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:29:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:29:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:29:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:29:55][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:30:05][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:30:15][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:30:25][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:30:35][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:30:45][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:30:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:31:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:31:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:31:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:31:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:31:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:31:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:32:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:32:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:32:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:32:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:32:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:32:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:33:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:33:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:33:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:33:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:33:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:33:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:34:06][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:34:16][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:34:26][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:34:36][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:34:46][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:34:56][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:35:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:35:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:35:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:35:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:35:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:35:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:36:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:36:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:36:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:36:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:36:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:36:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:37:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:37:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:37:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:37:37][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:37:47][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:37:57][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:38:07][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:38:17][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:38:27][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:38:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:38:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:38:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:39:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:39:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:39:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:39:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:39:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:39:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:40:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:40:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:40:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:40:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:40:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:40:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:41:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:41:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:41:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:41:38][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:41:48][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:41:58][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:42:08][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:42:18][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:42:28][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:42:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:42:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:42:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:43:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:43:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:43:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:43:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:43:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:43:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:44:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:44:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:44:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:44:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:44:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:44:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:45:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:45:19][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:45:29][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:45:39][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:45:49][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:45:59][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:46:09][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:46:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:46:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:46:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:46:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:47:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:47:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:47:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:47:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:47:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:47:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:48:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:48:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:48:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:48:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:48:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:48:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:49:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:49:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:49:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:49:30][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:49:40][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:49:50][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:50:00][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:50:10][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:50:20][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:50:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:50:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:50:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:51:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:51:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:51:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:51:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:51:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:51:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:52:01][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:52:11][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:52:21][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:52:31][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:52:41][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:52:51][FLASK] - AUDIO: {'audio': 'pingvol'}
[2025-02-14 21:53:01][FLASK] - AUDIO: {'audio': 'pingvol'}
